STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-05,,1.75,0,0,,81,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-06,,0.2,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-07,,0.23,0,0,,86,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-08,,0.16,0,0,,87,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-09,,0.1,0,0,,88,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-10,,0,0,0,,87,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-11,,0.03,0,0,,86,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-12,,0.36,0,0,,87,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-13,,1.37,0,0,,87,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-14,,0.06,0,0,,88,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-15,,0.08,0,0,,89,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-16,,1.24,0,0,,87,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-17,,0,0,0,,88,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-18,,0,0,0,,87,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-19,,0.06,0,0,,87,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-20,,0.1,0,0,,86,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-21,,0.45,0,0,,87,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-22,,0.37,0,0,,87,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-23,,1.67,0,0,,88,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-24,,2.82,0,0,,87,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-25,,0,0,0,,86,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-26,,0.03,0,0,,87,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-27,,0.13,0,0,,85,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-28,,0.1,0,0,,83,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-29,,2.95,0,0,,80,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-09-30,,3,0,0,,84,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-01,,1.65,0,0,,79,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-02,,3.41,0,0,,80,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-03,,2.27,0,0,,81,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-04,,0,0,0,,85,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-05,,0.01,0,0,,86,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-06,,0,0,0,,85,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-07,,0.58,0,0,,86,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-08,,0.38,0,0,,83,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-09,,0.01,0,0,,85,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-10,,0,0,0,,85,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-11,,0,0,0,,87,68,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-12,,0,0,0,,85,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-13,,0.24,0,0,,87,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-14,,0.34,0,0,,85,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-15,,0.34,0,0,,84,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-16,,0.44,0,0,,86,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-17,,0.38,0,0,,84,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-18,,1.23,0,0,,81,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-19,,0.86,0,0,,84,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-20,,0.78,0,0,,84,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-21,,0.08,0,0,,87,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-22,,0,0,0,,86,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-23,,0,0,0,,85,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-24,,0.16,0,0,,86,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-25,,0.2,0,0,,84,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-26,,0.58,0,0,,86,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-27,,0.29,0,0,,86,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-28,,0,0,0,,86,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-29,,0.31,0,0,,86,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-30,,0.39,0,0,,86,69,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-10-31,,0.02,0,0,,85,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-01,,0.06,0,0,,86,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-02,,0.04,0,0,,84,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-03,,0.09,0,0,,85,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-04,,0.11,0,0,,85,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-05,,0,0,0,,86,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-06,,0.28,0,0,,86,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-07,,0.16,0,0,,85,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-08,,0.12,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-09,,0.41,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-10,,1.44,0,0,,83,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-11,,,0,0,,,,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-12,,6.32,0,0,,81,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-13,,0.66,0,0,,86,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-14,,,0,0,,,,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-15,,0.2,0,0,,85,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-16,,0.08,0,0,,85,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-17,,0.3,0,0,,89,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-18,,0.04,0,0,,86,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-19,,0.79,0,0,,85,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-20,,0.29,0,0,,85,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-21,,0.63,0,0,,83,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-22,,0.03,0,0,,85,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-23,,0.02,0,0,,86,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-24,,0.35,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-25,,0.04,0,0,,85,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-26,,0.32,0,0,,85,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-27,,0,0,0,,85,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-28,,0.12,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-29,,0.1,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-11-30,,0.09,0,0,,86,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-01,,0.14,0,0,,85,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-02,,0.13,0,0,,86,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-03,,0.04,0,0,,84,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-04,,0.07,0,0,,84,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-05,,0.99,0,0,,83,78,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-06,,2.77,0,0,,84,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-07,,2.4,0,0,,80,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-08,,1.92,0,0,,83,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-09,,0.12,0,0,,83,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-10,,0,0,0,,83,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-11,,0,0,0,,84,63,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-12,,0.2,0,0,,81,61,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-13,,0.01,0,0,,83,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-14,,0,0,0,,82,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-15,,0.01,0,0,,83,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-16,,0.01,0,0,,84,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-17,,0.38,0,0,,81,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-18,,2.31,0,0,,83,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-19,,0.11,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-20,,0.18,0,0,,85,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-21,,0.16,0,0,,84,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-22,,0.16,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-23,,0.07,0,0,,84,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-24,,0.04,0,0,,84,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-25,,0.85,0,0,,83,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-26,,0.01,0,0,,83,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-27,,0,0,0,,84,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-28,,0,0,0,,84,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-29,,0,0,0,,84,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-30,,0,0,0,,84,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1962-12-31,,0,0,0,,84,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-01,,0,0,0,,83,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-02,,0.36,0,0,,82,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-03,,0,0,0,,85,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-04,,0.13,0,0,,84,69,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-05,,0,0,0,,84,65,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-06,,0,0,0,,84,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-07,,0,0,0,,85,67,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-08,,0.02,0,0,,83,63,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-09,,0.03,0,0,,82,69,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-10,,0,0,0,,83,66,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-11,,0.02,0,0,,83,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-12,,0.04,0,0,,85,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-13,,0.1,0,0,,86,67,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-14,,0,0,0,,86,63,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-15,,0,0,0,,85,65,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-16,,0.43,0,0,,78,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-17,,0,0,0,,84,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-18,,2.41,0,0,,80,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-19,,0,0,0,,84,67,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-20,,0,0,0,,85,64,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-21,,0.05,0,0,,80,66,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-22,,0.56,0,0,,84,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-23,,0,0,0,,84,68,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-24,,0,0,0,,84,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-25,,0.01,0,0,,84,66,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-26,,1.5,0,0,,78,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-27,,0.05,0,0,,86,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-28,,1.6,0,0,,81,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-29,,0.48,0,0,,82,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-30,,0.07,0,0,,83,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-01-31,,1.47,0,0,,79,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-01,,1.29,0,0,,77,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-02,,0.05,0,0,,82,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-03,,0.1,0,0,,80,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-04,,0.7,0,0,,78,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-05,,0.03,0,0,,79,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-06,,0,0,0,,83,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-07,,3.1,0,0,,80,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-08,,0.12,0,0,,80,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-09,,0.11,0,0,,83,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-10,,0,0,0,,85,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-11,,0,0,0,,83,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-12,,0.04,0,0,,83,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-13,,0.18,0,0,,83,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-14,,0.26,0,0,,80,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-15,,0.3,0,0,,79,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-16,,0.02,0,0,,81,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-17,,0,0,0,,84,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-18,,0.05,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-19,,0.14,0,0,,82,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-20,,0.78,0,0,,83,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-21,,0.33,0,0,,85,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-22,,0.57,0,0,,83,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-23,,0.96,0,0,,84,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-24,,0,0,0,,85,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-25,,0,0,0,,84,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-26,,0,0,0,,85,68,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-27,,0,0,0,,84,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-02-28,,0.34,0,0,,82,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-01,,0.36,0,0,,83,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-02,,0.01,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-03,,0,0,0,,85,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-04,,0.23,0,0,,84,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-05,,0,0,0,,82,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-06,,0.24,0,0,,84,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-07,,0,0,0,,85,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-08,,0,0,0,,84,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-09,,0.01,0,0,,84,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-10,,0.02,0,0,,84,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-11,,0.38,0,0,,85,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-12,,0,0,0,,84,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-13,,0,0,0,,85,68,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-14,,0,0,0,,86,62,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-15,,0,0,0,,84,68,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-16,,0.07,0,0,,85,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-17,,0,0,0,,85,69,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-18,,0,0,0,,86,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-19,,0,0,0,,86,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-20,,0,0,0,,86,67,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-21,,0.07,0,0,,87,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-22,,0.23,0,0,,83,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-23,,0,0,0,,84,68,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-24,,0,0,0,,83,68,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-25,,0,0,0,,84,64,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-26,,0.17,0,0,,83,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-27,,0.04,0,0,,86,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-28,,0,0,0,,85,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-29,,0.13,0,0,,87,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-30,,0.42,0,0,,84,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-03-31,,0.08,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-01,,0.8,0,0,,83,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-02,,0.61,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-03,,0,0,0,,86,76,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-04,,0.48,0,0,,83,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-05,,0.21,0,0,,86,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-06,,0,0,0,,87,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-07,,0.29,0,0,,85,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-08,,0,0,0,,84,65,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-09,,0.05,0,0,,85,65,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-10,,0.43,0,0,,86,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-11,,0.04,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-12,,0.02,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-13,,0.01,0,0,,85,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-14,,0.34,0,0,,85,67,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-15,,0.26,0,0,,85,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-16,,0.05,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-17,,0.25,0,0,,85,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-18,,0,0,0,,86,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-19,,0,0,0,,87,69,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-20,,0.2,0,0,,87,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-21,,0.38,0,0,,86,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-22,,0.08,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-23,,0.08,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-24,,0,0,0,,86,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-25,,0.08,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-26,,0.04,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-27,,1.75,0,0,,83,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-28,,4.86,0,0,,83,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-29,,,0,0,,78,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-04-30,,8.24,0,0,,78,65,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-05-01,,0,0,0,,83,74,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-05-02,,1.06,0,0,,82,73,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-05-03,,0.01,0,0,,83,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-05-04,,0.2,0,0,,85,70,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-05-05,,0.14,0,0,,84,71,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-05-06,,0.04,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-05-07,,0,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-05-08,,0,0,0,,86,72,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-05-09,,0,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-05-10,,0.01,0,0,,85,75,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-05-11,,0,0,0,,86,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-05-12,,0.05,0,0,,85,77,
GQW00041415,"GUAM INTERNATIONAL AIRPORT, GU GQ",1963-05-13,,0.08,0,0,,85,79,
